Device_Type,Region,Base_Lifespan,Current_Age_Years,Usage_Hours_Per_Day,Dust_Index,Humidity_Index,Temperature_Stress,Power_Outage_Freq,Maintenance_Frequency,Actual_Total_Lifespan,Remaining_Useful_Life,Is_Failed
Computer,Konkan/Mumbai,6,4.15,4.4,0.54,0.91,0.52,Low,Rare,4.16,0.01,0
Printer,Konkan/Mumbai,5,1.98,3.8,0.38,0.71,0.67,High,Rare,3.75,1.77,0
Projector,Konkan/Mumbai,5,2.35,6.4,0.36,0.92,0.76,Medium,Annual,4.07,1.72,0
Mouse,Vidarbha/Marathwada,3,0.45,4.2,0.88,0.37,0.86,Low,Rare,2.35,1.9,0
Hard Disk / SSD,Pune/Nashik,5,0.33,2.4,0.42,0.62,0.5,Low,Rare,4.29,3.96,0
Hard Disk / SSD,Vidarbha/Marathwada,5,2.93,3.0,0.72,0.48,0.72,High,Annual,4.13,1.2,0
Hard Disk / SSD,Pune/Nashik,5,3.94,2.9,0.68,0.53,0.51,High,Rare,3.24,0.0,1
Projector,Pune/Nashik,5,1.55,8.1,0.4,0.45,0.61,Medium,Biannual,4.2,2.65,0
Keyboard,Pune/Nashik,4,2.06,8.9,0.59,0.7,0.43,Medium,Rare,2.25,0.19,0
Monitor,Vidarbha/Marathwada,7,6.81,3.7,0.62,0.43,0.82,High,Annual,6.74,0.0,1
Motherboard,Vidarbha/Marathwada,8,3.79,7.9,0.86,0.21,0.82,High,Biannual,4.56,0.77,0
Smartphone,Konkan/Mumbai,4,2.64,8.3,0.47,0.73,0.51,Medium,Annual,2.83,0.19,0
Keyboard,Konkan/Mumbai,4,0.05,5.2,0.4,0.71,0.54,Medium,Annual,3.8,3.75,0
Projector,Konkan/Mumbai,5,0.08,6.2,0.46,0.9,0.59,High,Biannual,3.94,3.86,0
Projector,Konkan/Mumbai,5,3.27,3.8,0.35,0.83,0.6,Medium,Annual,4.76,1.49,0
Keyboard,Vidarbha/Marathwada,4,1.02,8.2,0.94,0.45,0.71,High,Rare,2.37,1.35,0
Monitor,Vidarbha/Marathwada,7,7.38,2.5,0.68,0.27,0.85,High,Biannual,8.4,1.02,0
Mouse,Konkan/Mumbai,3,1.23,7.0,0.49,0.87,0.73,Medium,Biannual,2.9,1.67,0
Monitor,Pune/Nashik,7,4.93,8.5,0.69,0.56,0.67,Low,Biannual,5.8,0.87,0
Projector,Pune/Nashik,5,1.41,3.8,0.42,0.61,0.61,High,Rare,3.67,2.26,0
Hard Disk / SSD,Pune/Nashik,5,1.82,8.1,0.51,0.68,0.69,Medium,Annual,2.96,1.14,0
Monitor,Konkan/Mumbai,7,3.8,10.0,0.56,0.84,0.77,Medium,Annual,4.76,0.96,0
Projector,Pune/Nashik,5,1.13,5.7,0.55,0.52,0.69,Medium,Biannual,4.29,3.16,0
Hard Disk / SSD,Konkan/Mumbai,5,2.13,5.2,0.3,0.95,0.72,Medium,Biannual,4.42,2.29,0
Router / Switch,Konkan/Mumbai,6,0.07,6.5,0.52,0.77,0.69,Medium,Annual,4.84,4.77,0
Router / Switch,Vidarbha/Marathwada,6,1.86,3.4,0.73,0.37,0.94,Low,Annual,6.32,4.46,0
Projector,Vidarbha/Marathwada,5,3.17,9.4,0.77,0.4,0.74,Medium,Biannual,3.17,0.0,1
Motherboard,Pune/Nashik,8,3.38,4.9,0.52,0.63,0.68,High,Annual,4.99,1.61,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.82,3.8,0.68,0.26,0.98,Low,Rare,3.66,2.84,0
Hard Disk / SSD,Vidarbha/Marathwada,5,2.29,4.6,0.68,0.33,0.92,Medium,Biannual,4.32,2.03,0
Computer,Pune/Nashik,6,1.14,6.4,0.65,0.52,0.63,High,Rare,2.84,1.7,0
Computer,Konkan/Mumbai,6,1.99,5.3,0.36,0.72,0.52,High,Biannual,4.98,2.99,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.49,4.3,0.87,0.4,0.75,High,Rare,2.8,2.31,0
Projector,Vidarbha/Marathwada,5,3.98,3.6,0.81,0.22,0.81,High,Rare,3.51,0.0,1
Smartphone,Pune/Nashik,4,3.64,8.1,0.46,0.49,0.62,Medium,Annual,3.45,0.0,1
Monitor,Konkan/Mumbai,7,2.35,8.1,0.34,0.8,0.8,Medium,Annual,5.18,2.83,0
Computer,Pune/Nashik,6,4.16,7.0,0.63,0.41,0.48,Medium,Rare,3.38,0.0,1
Projector,Pune/Nashik,5,3.37,9.5,0.63,0.43,0.55,Medium,Biannual,3.72,0.35,0
Smartphone,Vidarbha/Marathwada,4,2.92,2.4,0.64,0.24,0.96,Medium,Rare,3.39,0.47,0
Keyboard,Pune/Nashik,4,1.62,4.5,0.44,0.63,0.6,Medium,Rare,3.18,1.56,0
Mouse,Konkan/Mumbai,3,1.4,8.7,0.3,0.93,0.54,High,Rare,1.8,0.4,0
Smartphone,Vidarbha/Marathwada,4,5.48,2.9,0.79,0.36,0.83,Medium,Biannual,4.75,0.0,1
Router / Switch,Vidarbha/Marathwada,6,2.36,8.4,0.66,0.29,0.79,High,Rare,3.13,0.77,0
Computer,Pune/Nashik,6,4.96,5.1,0.59,0.47,0.45,Low,Rare,4.3,0.0,1
Keyboard,Vidarbha/Marathwada,4,0.93,4.7,0.91,0.38,0.77,Medium,Annual,3.52,2.59,0
Computer,Vidarbha/Marathwada,6,1.17,8.0,0.82,0.4,0.89,Low,Rare,3.25,2.08,0
Router / Switch,Vidarbha/Marathwada,6,4.32,2.9,0.94,0.22,0.86,Low,Rare,5.13,0.81,0
Projector,Vidarbha/Marathwada,5,4.56,4.1,0.72,0.32,0.78,Medium,Rare,3.71,0.0,1
Computer,Pune/Nashik,6,3.03,5.7,0.45,0.68,0.42,Medium,Rare,3.73,0.7,0
Smartphone,Pune/Nashik,4,0.63,6.2,0.51,0.57,0.54,Medium,Rare,2.6,1.97,0
Monitor,Konkan/Mumbai,7,0.31,8.2,0.43,0.88,0.56,High,Annual,5.22,4.91,0
Motherboard,Vidarbha/Marathwada,8,1.23,7.8,0.73,0.48,0.86,High,Annual,4.73,3.5,0
Smartphone,Vidarbha/Marathwada,4,2.31,8.5,0.77,0.42,0.8,High,Biannual,3.5,1.19,0
Router / Switch,Pune/Nashik,6,4.37,2.7,0.58,0.58,0.59,Medium,Rare,4.92,0.55,0
Motherboard,Vidarbha/Marathwada,8,2.88,3.7,0.61,0.22,0.97,Medium,Annual,6.73,3.85,0
Computer,Konkan/Mumbai,6,5.16,5.2,0.57,0.81,0.65,Medium,Annual,4.22,0.0,1
Printer,Pune/Nashik,5,0.18,8.9,0.63,0.53,0.46,High,Biannual,4.25,4.07,0
Keyboard,Konkan/Mumbai,4,3.55,7.2,0.49,0.77,0.71,Medium,Biannual,3.3,0.0,1
Smartphone,Pune/Nashik,4,3.14,2.2,0.58,0.46,0.58,Medium,Rare,3.4,0.26,0
Smartphone,Konkan/Mumbai,4,3.25,9.5,0.42,0.98,0.53,Medium,Annual,2.93,0.0,1
Monitor,Pune/Nashik,7,6.42,4.0,0.64,0.4,0.68,Medium,Annual,6.36,0.0,1
Computer,Konkan/Mumbai,6,1.76,9.5,0.57,0.99,0.6,Medium,Biannual,3.49,1.73,0
Monitor,Vidarbha/Marathwada,7,3.76,8.9,0.78,0.26,0.96,Medium,Annual,5.16,1.4,0
Keyboard,Pune/Nashik,4,2.97,2.0,0.45,0.61,0.47,Low,Annual,4.77,1.8,0
Smartphone,Konkan/Mumbai,4,2.01,4.8,0.33,0.71,0.55,High,Rare,2.88,0.87,0
Computer,Pune/Nashik,6,3.24,9.9,0.47,0.48,0.5,High,Rare,2.72,0.0,1
Monitor,Konkan/Mumbai,7,4.4,6.6,0.42,0.93,0.56,Medium,Rare,5.31,0.91,0
Keyboard,Vidarbha/Marathwada,4,1.44,9.2,0.72,0.24,0.91,Medium,Rare,2.44,1.0,0
Motherboard,Konkan/Mumbai,8,3.36,7.5,0.54,0.72,0.64,Medium,Rare,3.64,0.28,0
Printer,Vidarbha/Marathwada,5,2.36,6.3,0.76,0.46,0.76,Low,Annual,4.84,2.48,0
Monitor,Pune/Nashik,7,4.79,2.5,0.42,0.52,0.64,High,Biannual,7.85,3.06,0
Mouse,Pune/Nashik,3,1.29,5.5,0.42,0.59,0.42,Medium,Biannual,3.03,1.74,0
Monitor,Pune/Nashik,7,0.06,7.8,0.51,0.51,0.42,Medium,Annual,5.91,5.85,0
Hard Disk / SSD,Konkan/Mumbai,5,3.26,2.4,0.55,0.81,0.69,Low,Annual,4.95,1.69,0
Computer,Konkan/Mumbai,6,0.63,7.3,0.53,0.7,0.56,High,Rare,2.99,2.36,0
Computer,Pune/Nashik,6,1.43,3.3,0.58,0.6,0.67,Medium,Rare,4.28,2.85,0
Printer,Pune/Nashik,5,0.66,8.0,0.46,0.58,0.66,High,Annual,3.91,3.25,0
Monitor,Konkan/Mumbai,7,3.42,7.1,0.44,0.99,0.63,Medium,Annual,5.46,2.04,0
Keyboard,Konkan/Mumbai,4,2.98,8.6,0.38,0.9,0.75,Low,Rare,2.79,0.0,1
Router / Switch,Vidarbha/Marathwada,6,4.41,5.3,0.86,0.25,0.77,Medium,Biannual,6.0,1.59,0
Hard Disk / SSD,Konkan/Mumbai,5,2.97,7.3,0.43,0.76,0.65,High,Rare,2.66,0.0,1
Smartphone,Pune/Nashik,4,1.22,10.0,0.7,0.5,0.62,High,Rare,1.97,0.75,0
Motherboard,Pune/Nashik,8,3.88,7.2,0.41,0.51,0.64,Medium,Rare,4.08,0.2,0
Hard Disk / SSD,Vidarbha/Marathwada,5,2.98,7.0,0.87,0.21,0.95,Medium,Biannual,4.13,1.15,0
Monitor,Pune/Nashik,7,4.1,5.0,0.6,0.44,0.57,Medium,Rare,5.48,1.38,0
Keyboard,Pune/Nashik,4,1.85,6.0,0.53,0.55,0.66,Medium,Biannual,4.1,2.25,0
Smartphone,Konkan/Mumbai,4,2.52,9.8,0.33,0.98,0.69,Low,Rare,2.37,0.0,1
Computer,Vidarbha/Marathwada,6,3.15,3.4,0.66,0.41,0.84,Medium,Rare,4.17,1.02,0
Printer,Konkan/Mumbai,5,0.43,6.7,0.51,0.97,0.69,High,Biannual,4.53,4.1,0
Printer,Pune/Nashik,5,1.13,9.0,0.42,0.41,0.53,Low,Biannual,4.36,3.23,0
Printer,Pune/Nashik,5,2.31,9.2,0.62,0.49,0.64,High,Annual,3.96,1.65,0
Keyboard,Konkan/Mumbai,4,2.7,9.1,0.34,0.8,0.63,Medium,Rare,2.42,0.0,1
Computer,Konkan/Mumbai,6,7.64,3.2,0.37,0.84,0.58,Low,Biannual,6.89,0.0,1
Printer,Pune/Nashik,5,0.33,4.1,0.64,0.5,0.49,Medium,Rare,4.24,3.91,0
Keyboard,Konkan/Mumbai,4,2.38,2.7,0.54,0.74,0.6,High,Rare,3.23,0.85,0
Keyboard,Konkan/Mumbai,4,1.48,9.0,0.53,0.79,0.59,Low,Rare,2.75,1.27,0
Computer,Konkan/Mumbai,6,0.19,9.9,0.38,0.81,0.56,Medium,Annual,3.33,3.14,0
Computer,Pune/Nashik,6,4.11,5.8,0.57,0.63,0.68,Low,Annual,4.98,0.87,0
Computer,Vidarbha/Marathwada,6,0.91,3.0,0.9,0.32,0.8,Medium,Rare,4.19,3.28,0
Monitor,Vidarbha/Marathwada,7,4.06,5.0,0.8,0.35,0.89,Medium,Annual,6.11,2.05,0
Keyboard,Konkan/Mumbai,4,3.3,6.6,0.56,0.85,0.62,High,Annual,3.2,0.0,1
Monitor,Konkan/Mumbai,7,1.63,3.4,0.41,0.73,0.67,High,Annual,6.47,4.84,0
Router / Switch,Pune/Nashik,6,2.86,5.0,0.58,0.63,0.59,Medium,Rare,4.16,1.3,0
Motherboard,Konkan/Mumbai,8,3.92,8.3,0.37,0.98,0.78,Medium,Annual,4.07,0.15,0
Computer,Konkan/Mumbai,6,3.1,7.7,0.53,0.85,0.71,High,Rare,3.07,0.0,1
Computer,Vidarbha/Marathwada,6,2.29,2.4,0.78,0.38,0.97,Medium,Rare,4.22,1.93,0
Smartphone,Pune/Nashik,4,1.06,7.8,0.45,0.41,0.53,Medium,Rare,2.76,1.7,0
Motherboard,Pune/Nashik,8,7.16,3.9,0.64,0.52,0.63,Low,Annual,6.71,0.0,1
Smartphone,Konkan/Mumbai,4,3.8,3.9,0.32,0.71,0.75,Medium,Rare,2.95,0.0,1
Printer,Pune/Nashik,5,1.89,7.0,0.59,0.58,0.6,Low,Annual,4.38,2.49,0
Motherboard,Pune/Nashik,8,0.95,5.5,0.5,0.54,0.6,Medium,Annual,5.66,4.71,0
Printer,Pune/Nashik,5,0.62,9.5,0.65,0.43,0.7,Medium,Rare,2.73,2.11,0
Printer,Pune/Nashik,5,4.36,5.8,0.45,0.69,0.53,Medium,Annual,4.78,0.42,0
Router / Switch,Pune/Nashik,6,2.88,3.7,0.67,0.65,0.63,Low,Annual,6.15,3.27,0
Hard Disk / SSD,Pune/Nashik,5,3.5,9.5,0.49,0.49,0.43,Medium,Annual,3.26,0.0,1
Keyboard,Konkan/Mumbai,4,1.63,7.9,0.45,0.74,0.7,High,Annual,3.18,1.55,0
Smartphone,Vidarbha/Marathwada,4,1.72,9.0,0.62,0.27,0.7,Medium,Annual,3.18,1.46,0
Router / Switch,Vidarbha/Marathwada,6,2.96,2.6,0.93,0.22,0.78,High,Rare,4.06,1.1,0
Keyboard,Vidarbha/Marathwada,4,4.13,3.8,0.91,0.44,0.91,Medium,Biannual,4.52,0.39,0
Smartphone,Konkan/Mumbai,4,0.97,2.9,0.54,0.71,0.73,Medium,Rare,3.45,2.48,0
Keyboard,Pune/Nashik,4,0.91,2.6,0.57,0.44,0.61,High,Biannual,4.74,3.83,0
Motherboard,Vidarbha/Marathwada,8,2.83,6.5,0.8,0.25,0.95,Medium,Rare,3.91,1.08,0
Motherboard,Pune/Nashik,8,2.0,6.3,0.49,0.68,0.44,High,Rare,3.91,1.91,0
Smartphone,Pune/Nashik,4,3.77,5.3,0.6,0.69,0.57,High,Rare,3.02,0.0,1
Monitor,Vidarbha/Marathwada,7,6.61,4.6,0.83,0.27,0.9,High,Rare,5.87,0.0,1
Monitor,Vidarbha/Marathwada,7,1.0,6.5,0.79,0.36,0.78,Medium,Rare,5.42,4.42,0
Router / Switch,Vidarbha/Marathwada,6,2.7,4.5,0.85,0.23,0.8,High,Biannual,4.82,2.12,0
Computer,Konkan/Mumbai,6,3.91,8.2,0.39,0.79,0.53,Medium,Rare,3.37,0.0,1
Computer,Vidarbha/Marathwada,6,2.57,6.0,0.6,0.48,0.77,Low,Rare,3.69,1.12,0
Projector,Vidarbha/Marathwada,5,1.0,7.7,0.92,0.26,0.97,Medium,Annual,3.29,2.29,0
Monitor,Vidarbha/Marathwada,7,6.22,7.0,0.9,0.45,0.83,Low,Rare,5.23,0.0,1
Computer,Konkan/Mumbai,6,2.29,3.8,0.51,0.74,0.78,Low,Rare,4.5,2.21,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.74,4.7,0.8,0.33,0.94,High,Biannual,3.64,2.9,0
Hard Disk / SSD,Konkan/Mumbai,5,2.37,3.9,0.37,0.71,0.75,High,Biannual,4.65,2.28,0
Smartphone,Pune/Nashik,4,0.21,2.1,0.41,0.57,0.52,Low,Annual,4.33,4.12,0
Mouse,Pune/Nashik,3,0.37,3.1,0.4,0.42,0.56,Medium,Annual,2.95,2.58,0
Motherboard,Pune/Nashik,8,0.49,5.6,0.47,0.47,0.65,High,Rare,4.87,4.38,0
Router / Switch,Pune/Nashik,6,4.07,6.2,0.42,0.55,0.53,Medium,Rare,4.05,0.0,1
Computer,Vidarbha/Marathwada,6,3.58,2.5,0.65,0.28,0.81,Medium,Rare,4.14,0.56,0
Smartphone,Vidarbha/Marathwada,4,0.71,7.2,0.72,0.3,0.79,Low,Biannual,4.04,3.33,0
Mouse,Konkan/Mumbai,3,0.57,4.2,0.42,0.75,0.72,Medium,Rare,2.63,2.06,0
Computer,Pune/Nashik,6,2.0,9.9,0.45,0.51,0.63,Medium,Annual,3.48,1.48,0
Hard Disk / SSD,Vidarbha/Marathwada,5,2.54,3.0,0.78,0.39,0.71,Medium,Rare,3.85,1.31,0
Motherboard,Vidarbha/Marathwada,8,1.5,6.8,0.77,0.26,0.9,High,Annual,4.2,2.7,0
Hard Disk / SSD,Pune/Nashik,5,1.18,8.1,0.69,0.44,0.45,High,Rare,2.13,0.95,0
Projector,Vidarbha/Marathwada,5,0.62,4.0,0.76,0.48,0.8,Medium,Annual,4.07,3.45,0
Hard Disk / SSD,Pune/Nashik,5,3.79,3.0,0.43,0.7,0.46,Medium,Rare,3.7,0.0,1
Mouse,Pune/Nashik,3,3.17,7.3,0.59,0.53,0.56,Low,Biannual,2.56,0.0,1
Mouse,Vidarbha/Marathwada,3,2.84,8.4,0.61,0.31,0.86,High,Biannual,2.33,0.0,1
Mouse,Konkan/Mumbai,3,0.0,7.4,0.46,0.91,0.77,High,Biannual,2.45,2.45,0
Keyboard,Vidarbha/Marathwada,4,0.55,7.3,0.82,0.38,0.7,High,Annual,3.11,2.56,0
Motherboard,Vidarbha/Marathwada,8,0.08,4.3,0.76,0.35,0.8,High,Rare,4.68,4.6,0
Monitor,Vidarbha/Marathwada,7,5.42,8.6,0.79,0.24,0.73,High,Biannual,5.67,0.25,0
Smartphone,Konkan/Mumbai,4,2.17,2.8,0.48,0.82,0.57,Low,Rare,3.89,1.72,0
Smartphone,Konkan/Mumbai,4,2.58,4.5,0.32,0.97,0.64,Medium,Rare,3.36,0.78,0
Monitor,Vidarbha/Marathwada,7,5.13,8.0,0.82,0.24,0.87,Medium,Biannual,6.03,0.9,0
Projector,Konkan/Mumbai,5,1.47,6.4,0.39,0.85,0.74,Medium,Annual,3.93,2.46,0
Projector,Pune/Nashik,5,1.62,4.4,0.65,0.69,0.54,Low,Biannual,4.96,3.34,0
Smartphone,Konkan/Mumbai,4,4.49,3.1,0.48,0.9,0.55,High,Biannual,3.95,0.0,1
Mouse,Vidarbha/Marathwada,3,3.13,7.9,0.85,0.43,0.8,High,Biannual,2.76,0.0,1
Smartphone,Vidarbha/Marathwada,4,1.58,5.0,0.94,0.39,0.98,Medium,Annual,3.98,2.4,0
Projector,Konkan/Mumbai,5,3.94,6.0,0.54,0.84,0.52,Low,Rare,3.19,0.0,1
Printer,Vidarbha/Marathwada,5,4.54,2.5,0.75,0.32,0.9,Medium,Biannual,6.0,1.46,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.72,4.7,0.65,0.34,0.88,Medium,Rare,3.41,2.69,0
Motherboard,Pune/Nashik,8,3.37,2.9,0.61,0.46,0.41,Medium,Rare,5.36,1.99,0
Projector,Konkan/Mumbai,5,2.22,6.9,0.35,0.96,0.67,High,Annual,3.72,1.5,0
Projector,Konkan/Mumbai,5,4.82,4.2,0.32,0.84,0.69,High,Biannual,4.51,0.0,1
Computer,Konkan/Mumbai,6,2.86,6.6,0.35,0.92,0.51,Medium,Biannual,4.95,2.09,0
Keyboard,Konkan/Mumbai,4,0.1,6.5,0.49,0.8,0.76,Low,Rare,2.99,2.89,0
Smartphone,Konkan/Mumbai,4,3.41,2.4,0.48,0.97,0.61,Medium,Biannual,4.8,1.39,0
Motherboard,Konkan/Mumbai,8,2.93,6.8,0.54,0.87,0.75,Medium,Rare,4.41,1.48,0
Monitor,Pune/Nashik,7,3.1,4.3,0.54,0.41,0.65,High,Biannual,7.3,4.2,0
Computer,Vidarbha/Marathwada,6,5.76,5.1,0.6,0.24,0.92,Medium,Biannual,5.52,0.0,1
Printer,Pune/Nashik,5,1.47,6.2,0.46,0.54,0.4,Low,Biannual,4.7,3.23,0
Keyboard,Vidarbha/Marathwada,4,1.78,5.6,0.92,0.43,0.95,High,Rare,2.91,1.13,0
Motherboard,Vidarbha/Marathwada,8,3.95,3.3,0.93,0.5,0.94,High,Rare,4.42,0.47,0
Projector,Konkan/Mumbai,5,2.15,2.4,0.58,0.73,0.59,Medium,Rare,4.2,2.05,0
Mouse,Vidarbha/Marathwada,3,0.45,9.7,0.61,0.5,0.71,High,Rare,1.68,1.23,0
Mouse,Konkan/Mumbai,3,1.96,8.3,0.49,0.76,0.68,Low,Rare,2.03,0.07,0
Monitor,Pune/Nashik,7,0.11,7.0,0.5,0.61,0.69,High,Annual,5.84,5.73,0
Monitor,Konkan/Mumbai,7,6.75,2.5,0.54,0.78,0.72,Medium,Rare,6.58,0.0,1
Monitor,Konkan/Mumbai,7,5.76,5.2,0.42,0.86,0.8,Low,Rare,5.07,0.0,1
Keyboard,Konkan/Mumbai,4,2.24,5.9,0.57,1.0,0.56,Medium,Rare,2.78,0.54,0
Computer,Pune/Nashik,6,3.37,7.9,0.45,0.54,0.57,Medium,Rare,3.32,0.0,1
Mouse,Pune/Nashik,3,0.75,6.9,0.48,0.61,0.57,High,Rare,1.86,1.11,0
Keyboard,Vidarbha/Marathwada,4,0.43,3.9,0.84,0.25,0.8,Medium,Rare,3.1,2.67,0
Monitor,Pune/Nashik,7,1.93,3.0,0.57,0.42,0.41,High,Rare,6.01,4.08,0
Motherboard,Konkan/Mumbai,8,1.03,8.0,0.47,0.97,0.68,High,Biannual,4.71,3.68,0
Hard Disk / SSD,Pune/Nashik,5,3.03,8.7,0.52,0.53,0.58,Medium,Rare,2.92,0.0,1
Projector,Konkan/Mumbai,5,0.11,7.4,0.38,0.82,0.74,Low,Annual,4.32,4.21,0
Monitor,Vidarbha/Marathwada,7,1.92,9.5,0.91,0.34,0.87,Medium,Biannual,5.68,3.76,0
Printer,Pune/Nashik,5,4.58,3.1,0.41,0.47,0.67,Medium,Biannual,5.78,1.2,0
Router / Switch,Vidarbha/Marathwada,6,4.31,7.2,0.87,0.29,0.82,Medium,Biannual,4.51,0.2,0
Computer,Pune/Nashik,6,2.52,7.8,0.61,0.69,0.52,Low,Annual,4.0,1.48,0
Router / Switch,Pune/Nashik,6,5.16,4.2,0.53,0.59,0.62,Medium,Rare,4.67,0.0,1
Mouse,Pune/Nashik,3,1.52,5.0,0.63,0.67,0.65,Low,Rare,2.13,0.61,0
Printer,Pune/Nashik,5,0.77,8.9,0.47,0.5,0.64,High,Biannual,4.24,3.47,0
Printer,Konkan/Mumbai,5,3.55,6.1,0.58,0.9,0.6,Medium,Rare,3.42,0.0,1
Smartphone,Vidarbha/Marathwada,4,3.61,8.5,0.65,0.49,0.8,Medium,Biannual,3.2,0.0,1
Projector,Vidarbha/Marathwada,5,2.24,3.4,0.85,0.42,0.9,Medium,Rare,3.72,1.48,0
Smartphone,Pune/Nashik,4,2.0,7.8,0.52,0.45,0.65,Medium,Annual,3.35,1.35,0
Keyboard,Pune/Nashik,4,0.6,4.9,0.61,0.43,0.65,Medium,Biannual,4.31,3.71,0
Hard Disk / SSD,Konkan/Mumbai,5,1.37,4.2,0.57,0.71,0.79,Medium,Rare,3.6,2.23,0
Printer,Vidarbha/Marathwada,5,2.14,4.9,0.65,0.2,0.86,High,Rare,3.85,1.71,0
Computer,Pune/Nashik,6,2.87,5.6,0.44,0.52,0.42,Medium,Biannual,5.13,2.26,0
Keyboard,Konkan/Mumbai,4,1.59,4.1,0.36,0.95,0.69,Medium,Annual,3.94,2.35,0
Smartphone,Vidarbha/Marathwada,4,0.0,3.6,0.95,0.33,0.98,Medium,Rare,3.14,3.14,0
Mouse,Konkan/Mumbai,3,0.44,7.8,0.55,0.92,0.55,Low,Biannual,2.66,2.22,0
Mouse,Vidarbha/Marathwada,3,0.23,2.3,0.72,0.31,0.89,High,Biannual,3.29,3.06,0
Router / Switch,Vidarbha/Marathwada,6,0.06,6.1,0.74,0.44,0.8,Medium,Biannual,5.54,5.48,0
Router / Switch,Konkan/Mumbai,6,5.21,4.0,0.44,1.0,0.64,High,Annual,5.07,0.0,1
Keyboard,Konkan/Mumbai,4,1.46,4.7,0.4,0.7,0.62,Medium,Biannual,3.73,2.27,0
Motherboard,Vidarbha/Marathwada,8,5.73,5.3,0.68,0.22,0.76,Medium,Rare,5.33,0.0,1
Monitor,Vidarbha/Marathwada,7,7.19,4.5,0.79,0.45,0.8,High,Annual,6.85,0.0,1
Monitor,Pune/Nashik,7,1.64,6.4,0.44,0.42,0.67,Low,Rare,5.66,4.02,0
Keyboard,Pune/Nashik,4,0.85,9.3,0.66,0.4,0.55,High,Biannual,3.29,2.44,0
Computer,Pune/Nashik,6,3.44,7.6,0.66,0.69,0.63,Medium,Rare,3.14,0.0,1
Smartphone,Vidarbha/Marathwada,4,3.83,5.3,0.83,0.25,0.86,Low,Rare,3.01,0.0,1
Router / Switch,Vidarbha/Marathwada,6,1.77,8.1,0.62,0.25,0.82,High,Rare,3.63,1.86,0
Router / Switch,Pune/Nashik,6,0.32,9.1,0.59,0.46,0.44,High,Annual,3.65,3.33,0
Motherboard,Vidarbha/Marathwada,8,0.97,8.5,0.71,0.39,0.81,Low,Rare,3.95,2.98,0
Router / Switch,Pune/Nashik,6,1.01,3.6,0.59,0.58,0.61,Medium,Rare,4.59,3.58,0
Mouse,Konkan/Mumbai,3,0.83,4.5,0.57,0.8,0.71,Low,Rare,2.45,1.62,0
Smartphone,Vidarbha/Marathwada,4,1.35,2.0,0.63,0.24,0.79,Low,Rare,3.4,2.05,0
Motherboard,Vidarbha/Marathwada,8,1.0,9.1,0.66,0.49,0.76,High,Annual,4.1,3.1,0
Mouse,Vidarbha/Marathwada,3,0.21,6.0,0.81,0.26,0.97,Low,Annual,2.85,2.64,0
Keyboard,Pune/Nashik,4,3.49,5.6,0.62,0.68,0.53,Medium,Rare,2.84,0.0,1
Motherboard,Vidarbha/Marathwada,8,1.64,9.9,0.75,0.29,0.92,High,Annual,3.84,2.2,0
Mouse,Vidarbha/Marathwada,3,1.55,6.7,0.86,0.33,0.71,Low,Rare,2.23,0.68,0
Computer,Vidarbha/Marathwada,6,1.97,5.0,0.68,0.23,0.88,Medium,Rare,3.99,2.02,0
Hard Disk / SSD,Konkan/Mumbai,5,1.86,7.4,0.54,0.79,0.79,Medium,Annual,3.34,1.48,0
Printer,Konkan/Mumbai,5,2.85,7.9,0.31,0.81,0.6,Medium,Biannual,4.79,1.94,0
Printer,Konkan/Mumbai,5,3.55,6.0,0.56,0.83,0.59,High,Rare,3.22,0.0,1
Smartphone,Konkan/Mumbai,4,2.32,8.8,0.4,0.76,0.67,Medium,Rare,2.41,0.09,0
Monitor,Konkan/Mumbai,7,5.46,6.1,0.52,0.94,0.54,Low,Annual,6.75,1.29,0
Router / Switch,Vidarbha/Marathwada,6,0.62,4.1,0.75,0.49,0.92,High,Rare,4.08,3.46,0
Monitor,Vidarbha/Marathwada,7,4.82,9.8,0.8,0.38,0.75,Medium,Annual,5.33,0.51,0
Hard Disk / SSD,Konkan/Mumbai,5,0.78,6.2,0.36,0.9,0.69,Medium,Rare,2.95,2.17,0
Mouse,Vidarbha/Marathwada,3,1.41,3.1,0.73,0.35,0.96,High,Rare,2.64,1.23,0
Projector,Vidarbha/Marathwada,5,0.3,2.3,0.85,0.45,0.96,Medium,Rare,3.83,3.53,0
Monitor,Konkan/Mumbai,7,3.46,5.8,0.5,0.8,0.55,Medium,Annual,6.58,3.12,0
Router / Switch,Pune/Nashik,6,1.55,8.3,0.48,0.65,0.51,High,Rare,3.06,1.51,0
Computer,Vidarbha/Marathwada,6,1.68,6.6,0.9,0.28,0.83,Low,Annual,4.31,2.63,0
Keyboard,Konkan/Mumbai,4,3.51,4.3,0.42,1.0,0.76,Medium,Annual,4.12,0.61,0
Monitor,Konkan/Mumbai,7,4.28,5.9,0.53,0.78,0.6,High,Biannual,6.83,2.55,0
Monitor,Vidarbha/Marathwada,7,4.68,7.9,0.68,0.35,0.73,High,Annual,5.74,1.06,0
Keyboard,Pune/Nashik,4,4.6,5.3,0.68,0.57,0.44,Medium,Biannual,4.12,0.0,1
