device_type,manufacturer,region,manufacturing_year,base_lifespan_yrs,current_age_yrs,daily_usage_hrs,temperature,environment,power_quality,maintenance,software_load,remaining_life_yrs,failed
Mouse,HP,Vidarbha/Marathwada,2021,3,3.58,5.5,Hot,Clean,Frequent Outages,Regular,Office,0.0,1
Television,LG,Vidarbha/Marathwada,2024,8,1.24,7.4,Hot,Normal,Frequent Outages,Occasional,Light,6.05,0
Battery,Luminous,Pune/Nashik,2020,3,4.96,10.3,Cool,Normal,Frequent Outages,Occasional,Office,0.0,1
Hard Disk / SSD,Seagate,Vidarbha/Marathwada,2025,5,0.28,4.4,Hot,Clean,Direct Grid,Regular,Heavy,4.29,0
Motherboard,Intel,Vidarbha/Marathwada,2022,8,3.39,6.0,Normal,Clean,Direct Grid,Regular,Office,4.08,0
Printer,HP,Konkan/Mumbai,2023,5,2.2,7.9,Normal,Harsh,Frequent Outages,None,Office,2.51,0
Laptop,Dell,Pune/Nashik,2019,5,6.5,5.0,Hot,Harsh,Direct Grid,None,Heavy,0.0,1
Washing Machine,IFB,Konkan/Mumbai,2015,10,10.28,8.8,Cool,Normal,UPS Protected,None,Office,0.0,1
Camera,Logitech,Vidarbha/Marathwada,2019,5,6.16,6.5,Normal,Clean,Direct Grid,Regular,Office,0.0,1
Battery,Generic,Pune/Nashik,2023,3,1.76,3.0,Normal,Normal,Direct Grid,Regular,Office,1.1,0
Router / Switch,Cisco,Konkan/Mumbai,2024,6,1.14,11.9,Hot,Clean,Frequent Outages,None,Heavy,4.35,0
Hard Disk / SSD,Seagate,Vidarbha/Marathwada,2025,5,0.41,10.4,Hot,Normal,Frequent Outages,Regular,Office,4.37,0
Smartwatch,Samsung,Pune/Nashik,2021,3,4.47,13.2,Cool,Normal,UPS Protected,Occasional,Light,0.0,1
Keyboard,Dell,Vidarbha/Marathwada,2020,4,5.24,6.9,Hot,Normal,UPS Protected,Regular,Heavy,0.0,1
Air Conditioner,Blue Star,Pune/Nashik,2020,10,5.43,5.6,Cool,Clean,Frequent Outages,None,Light,3.81,0
Mouse,Logitech,Konkan/Mumbai,2022,3,3.28,5.4,Normal,Normal,UPS Protected,Regular,Office,0.0,1
Washing Machine,IFB,Pune/Nashik,2021,10,3.56,8.0,Normal,Harsh,UPS Protected,Occasional,Office,5.28,0
Router / Switch,D-Link,Konkan/Mumbai,2021,6,4.27,5.5,Normal,Clean,UPS Protected,Occasional,Office,1.55,0
Keyboard,Logitech,Konkan/Mumbai,2022,4,2.57,1.8,Normal,Harsh,Direct Grid,None,Office,1.18,0
Hard Disk / SSD,Crucial,Pune/Nashik,2019,5,6.09,10.4,Cool,Normal,UPS Protected,None,Office,0.0,1
Router / Switch,Netgear,Konkan/Mumbai,2018,6,6.88,3.8,Hot,Harsh,Direct Grid,Regular,Office,0.0,1
Motherboard,Gigabyte,Vidarbha/Marathwada,2023,8,2.0,10.9,Normal,Harsh,Direct Grid,Regular,Heavy,5.15,0
Monitor,Dell,Pune/Nashik,2025,7,0.39,10.5,Normal,Normal,UPS Protected,Regular,Light,6.1,0
Refrigerator,Whirlpool,Pune/Nashik,2019,12,6.04,7.8,Normal,Normal,Direct Grid,Occasional,Light,5.44,0
Refrigerator,Whirlpool,Pune/Nashik,2023,12,2.44,4.7,Hot,Clean,UPS Protected,Regular,Office,9.56,0
Smartwatch,Apple,Konkan/Mumbai,2024,3,1.04,13.8,Cool,Clean,UPS Protected,Regular,Light,1.72,0
Washing Machine,LG,Konkan/Mumbai,2017,10,8.28,6.6,Normal,Normal,UPS Protected,None,Light,1.32,0
Smartwatch,Apple,Konkan/Mumbai,2025,3,0.33,10.4,Cool,Clean,UPS Protected,Occasional,Light,2.67,0
Hard Disk / SSD,Samsung,Pune/Nashik,2022,5,2.98,8.1,Cool,Clean,UPS Protected,None,Light,1.97,0
Battery,Amaron,Vidarbha/Marathwada,2022,3,3.33,12.5,Hot,Clean,Frequent Outages,Regular,Office,0.0,1
Motherboard,Intel,Vidarbha/Marathwada,2022,8,2.51,5.0,Normal,Normal,Direct Grid,Occasional,Light,5.07,0
Laptop,Dell,Pune/Nashik,2025,5,0.06,3.0,Normal,Clean,Direct Grid,None,Light,4.73,0
Battery,Amaron,Pune/Nashik,2023,3,1.8,10.8,Hot,Clean,Direct Grid,Regular,Office,0.69,0
Mouse,HP,Vidarbha/Marathwada,2021,3,3.77,11.3,Normal,Clean,UPS Protected,Occasional,Office,0.0,1
Refrigerator,Samsung,Pune/Nashik,2011,12,13.64,9.9,Cool,Normal,UPS Protected,Occasional,Heavy,0.0,1
Monitor,Samsung,Pune/Nashik,2023,7,1.78,2.6,Cool,Clean,Direct Grid,Regular,Heavy,5.22,0
Motherboard,Intel,Vidarbha/Marathwada,2017,8,8.28,10.8,Hot,Harsh,UPS Protected,Occasional,Office,0.0,1
Battery,Luminous,Konkan/Mumbai,2020,3,4.99,10.8,Normal,Harsh,Direct Grid,Occasional,Office,0.0,1
Printer,HP,Vidarbha/Marathwada,2021,5,4.1,8.6,Hot,Normal,Direct Grid,Regular,Office,0.3,0
Air Conditioner,Blue Star,Vidarbha/Marathwada,2019,10,6.33,4.6,Hot,Harsh,Direct Grid,Occasional,Light,3.07,0
Television,Sony,Pune/Nashik,2019,8,5.91,8.7,Cool,Normal,UPS Protected,Occasional,Heavy,1.07,0
Microwave,Samsung,Pune/Nashik,2021,8,3.73,3.5,Normal,Normal,UPS Protected,Regular,Light,4.27,0
Battery,Amaron,Konkan/Mumbai,2021,3,4.01,11.0,Normal,Clean,UPS Protected,None,Office,0.0,1
Washing Machine,Whirlpool,Pune/Nashik,2022,10,2.54,8.2,Normal,Clean,Frequent Outages,None,Office,7.32,0
Refrigerator,Whirlpool,Konkan/Mumbai,2012,12,13.16,1.7,Cool,Normal,Frequent Outages,None,Light,0.0,1
Computer,Lenovo,Pune/Nashik,2024,6,1.17,11.9,Normal,Normal,UPS Protected,Regular,Light,4.5,0
Television,TCL,Konkan/Mumbai,2023,8,1.51,12.9,Normal,Clean,Direct Grid,Occasional,Office,6.49,0
Laptop,Apple,Pune/Nashik,2021,5,4.1,13.5,Normal,Normal,Direct Grid,Occasional,Light,0.39,0
Smartwatch,Samsung,Konkan/Mumbai,2022,3,2.64,4.2,Cool,Normal,Direct Grid,Occasional,Light,0.01,0
Laptop,Apple,Konkan/Mumbai,2023,5,2.0,13.4,Normal,Clean,Direct Grid,Occasional,Office,2.74,0
Monitor,Acer,Vidarbha/Marathwada,2020,7,4.65,10.7,Normal,Normal,UPS Protected,Occasional,Office,1.82,0
Printer,Canon,Konkan/Mumbai,2019,5,5.79,10.8,Cool,Normal,Frequent Outages,Regular,Office,0.0,1
Laptop,Dell,Konkan/Mumbai,2024,5,0.54,11.9,Normal,Harsh,UPS Protected,None,Light,4.08,0
Printer,HP,Konkan/Mumbai,2020,5,4.57,12.6,Normal,Clean,Direct Grid,Occasional,Office,0.0,1
Router / Switch,Netgear,Vidarbha/Marathwada,2020,6,5.34,6.3,Hot,Clean,Direct Grid,None,Heavy,0.0,1
Microwave,Bajaj,Konkan/Mumbai,2017,8,8.19,12.5,Cool,Normal,UPS Protected,Occasional,Office,0.0,1
Laptop,HP,Pune/Nashik,2019,5,6.14,12.7,Cool,Normal,UPS Protected,None,Heavy,0.0,1
Printer,HP,Konkan/Mumbai,2024,5,0.58,4.1,Normal,Normal,Direct Grid,Occasional,Light,4.39,0
Washing Machine,IFB,Pune/Nashik,2023,10,2.38,11.7,Normal,Normal,Direct Grid,Occasional,Light,7.58,0
Smartwatch,boAt,Pune/Nashik,2021,3,4.23,9.6,Hot,Clean,Frequent Outages,Occasional,Office,0.0,1
Hard Disk / SSD,Seagate,Konkan/Mumbai,2024,5,0.74,8.4,Hot,Normal,Direct Grid,None,Office,3.75,0
Mouse,Zebronics,Pune/Nashik,2022,3,2.87,1.9,Normal,Clean,Direct Grid,None,Heavy,0.0,1
Projector,BenQ,Konkan/Mumbai,2019,5,5.72,7.1,Normal,Normal,Direct Grid,Occasional,Office,0.0,1
Computer,HP,Konkan/Mumbai,2020,6,5.37,4.1,Hot,Clean,Direct Grid,Regular,Office,0.0,1
Smartwatch,Apple,Konkan/Mumbai,2021,3,4.1,3.2,Hot,Normal,Direct Grid,None,Heavy,0.0,1
Washing Machine,Samsung,Pune/Nashik,2014,10,10.71,7.1,Normal,Normal,UPS Protected,None,Office,0.0,1
Battery,Amaron,Vidarbha/Marathwada,2024,3,1.13,12.2,Hot,Harsh,Direct Grid,Regular,Light,1.54,0
Motherboard,Intel,Konkan/Mumbai,2018,8,7.41,3.2,Normal,Normal,Direct Grid,Occasional,Office,0.05,0
Laptop,HP,Vidarbha/Marathwada,2023,5,1.9,5.3,Normal,Harsh,UPS Protected,Regular,Office,2.84,0
Smartwatch,Samsung,Vidarbha/Marathwada,2023,3,1.8,10.9,Hot,Normal,UPS Protected,None,Light,1.02,0
Hard Disk / SSD,Seagate,Vidarbha/Marathwada,2024,5,0.57,11.9,Normal,Normal,UPS Protected,Regular,Office,4.43,0
Projector,Sony,Pune/Nashik,2023,5,2.21,2.3,Normal,Normal,Direct Grid,Occasional,Heavy,2.18,0
Battery,Luminous,Pune/Nashik,2021,3,4.44,11.4,Normal,Normal,Direct Grid,None,Light,0.0,1
Keyboard,Zebronics,Konkan/Mumbai,2021,4,3.83,2.3,Normal,Normal,UPS Protected,Regular,Light,0.0,1
Printer,Canon,Vidarbha/Marathwada,2024,5,0.53,11.9,Hot,Harsh,Direct Grid,None,Office,4.29,0
Keyboard,Zebronics,Pune/Nashik,2022,4,2.95,14.0,Normal,Normal,UPS Protected,Occasional,Office,0.31,0
Battery,Amaron,Konkan/Mumbai,2025,3,0.22,3.2,Cool,Clean,UPS Protected,Occasional,Light,2.78,0
Monitor,BenQ,Konkan/Mumbai,2022,7,2.59,13.0,Cool,Normal,UPS Protected,Occasional,Office,4.17,0
Laptop,Acer,Vidarbha/Marathwada,2020,5,5.15,11.6,Hot,Harsh,Frequent Outages,Occasional,Light,0.0,1
Battery,Amaron,Konkan/Mumbai,2025,3,0.23,5.8,Hot,Normal,Direct Grid,Occasional,Light,2.77,0
Router / Switch,D-Link,Konkan/Mumbai,2019,6,6.14,1.8,Normal,Clean,UPS Protected,Occasional,Light,0.0,1
Air Conditioner,LG,Vidarbha/Marathwada,2016,10,8.97,6.6,Hot,Normal,Frequent Outages,None,Office,0.0,1
Router / Switch,Netgear,Konkan/Mumbai,2021,6,4.46,6.3,Normal,Normal,UPS Protected,Occasional,Light,1.46,0
Keyboard,Logitech,Pune/Nashik,2023,4,2.41,4.6,Normal,Clean,UPS Protected,Regular,Light,1.45,0
Air Conditioner,Daikin,Vidarbha/Marathwada,2025,10,0.29,3.9,Normal,Clean,Direct Grid,Occasional,Office,9.71,0
Projector,Epson,Pune/Nashik,2018,5,6.82,2.1,Cool,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Smartphone,OnePlus,Konkan/Mumbai,2021,4,3.89,5.9,Normal,Normal,Frequent Outages,Regular,Heavy,0.0,1
Air Conditioner,Voltas,Konkan/Mumbai,2023,10,1.86,6.9,Normal,Normal,UPS Protected,Occasional,Office,7.64,0
Washing Machine,Samsung,Pune/Nashik,2024,10,0.72,9.8,Cool,Normal,Frequent Outages,Regular,Light,9.27,0
Keyboard,HP,Konkan/Mumbai,2021,4,4.0,12.5,Normal,Normal,Direct Grid,Regular,Office,0.0,1
Air Conditioner,Blue Star,Vidarbha/Marathwada,2023,10,2.02,11.6,Cool,Normal,UPS Protected,None,Light,7.52,0
Camera,Nikon,Vidarbha/Marathwada,2019,5,6.39,2.9,Hot,Harsh,Frequent Outages,Regular,Office,0.0,1
Printer,HP,Konkan/Mumbai,2024,5,0.71,13.6,Cool,Clean,UPS Protected,None,Office,4.24,0
Smartphone,Xiaomi,Pune/Nashik,2024,4,0.77,9.5,Normal,Clean,Direct Grid,Regular,Office,3.23,0
Hard Disk / SSD,Crucial,Konkan/Mumbai,2023,5,1.95,9.0,Hot,Normal,Direct Grid,Occasional,Heavy,2.24,0
Microwave,IFB,Vidarbha/Marathwada,2017,8,8.22,11.3,Normal,Clean,Direct Grid,Regular,Office,0.0,1
Computer,Assembled,Konkan/Mumbai,2018,6,6.63,2.3,Normal,Normal,Direct Grid,Regular,Heavy,0.0,1
Router / Switch,TP-Link,Vidarbha/Marathwada,2023,6,2.34,10.8,Cool,Harsh,Direct Grid,Regular,Light,3.66,0
Camera,Nikon,Pune/Nashik,2023,5,1.64,5.2,Normal,Clean,Direct Grid,None,Light,3.14,0
Printer,Epson,Konkan/Mumbai,2022,5,2.65,8.8,Normal,Normal,UPS Protected,Regular,Heavy,2.15,0
Motherboard,Gigabyte,Vidarbha/Marathwada,2023,8,1.84,1.1,Normal,Normal,Frequent Outages,Occasional,Office,6.08,0
Washing Machine,Samsung,Vidarbha/Marathwada,2014,10,11.02,9.4,Hot,Normal,Frequent Outages,None,Office,0.0,1
Washing Machine,LG,Pune/Nashik,2023,10,1.82,9.0,Cool,Normal,Direct Grid,Occasional,Office,7.47,0
Motherboard,Gigabyte,Vidarbha/Marathwada,2023,8,1.82,6.3,Normal,Normal,Frequent Outages,Occasional,Office,6.09,0
Air Conditioner,Voltas,Konkan/Mumbai,2021,10,4.05,12.8,Cool,Harsh,Direct Grid,Occasional,Heavy,4.99,0
Computer,Acer,Pune/Nashik,2023,6,1.64,5.1,Cool,Clean,Direct Grid,None,Office,4.21,0
Mouse,HP,Konkan/Mumbai,2025,3,0.24,7.1,Hot,Harsh,Frequent Outages,None,Heavy,2.32,0
Printer,Canon,Konkan/Mumbai,2020,5,4.73,9.3,Cool,Harsh,UPS Protected,None,Office,0.0,1
Keyboard,HP,Konkan/Mumbai,2022,4,2.71,9.5,Cool,Harsh,UPS Protected,Regular,Office,1.0,0
Smartphone,Samsung,Pune/Nashik,2024,4,1.14,6.9,Cool,Clean,UPS Protected,Occasional,Light,2.7,0
Television,LG,Konkan/Mumbai,2025,8,0.43,2.3,Cool,Normal,Frequent Outages,Occasional,Heavy,7.57,0
Motherboard,Intel,Konkan/Mumbai,2024,8,0.64,13.9,Cool,Harsh,UPS Protected,Occasional,Light,7.36,0
Battery,Amaron,Konkan/Mumbai,2023,3,1.77,8.8,Normal,Normal,Direct Grid,Regular,Light,0.82,0
Projector,Epson,Konkan/Mumbai,2024,5,1.0,13.5,Cool,Clean,Frequent Outages,Occasional,Heavy,3.79,0
Printer,HP,Konkan/Mumbai,2020,5,4.7,13.8,Normal,Clean,UPS Protected,Regular,Office,0.0,1
Hard Disk / SSD,Crucial,Konkan/Mumbai,2023,5,1.8,13.2,Cool,Harsh,UPS Protected,Regular,Office,2.84,0
Television,TCL,Vidarbha/Marathwada,2023,8,1.95,4.7,Cool,Clean,Frequent Outages,None,Light,5.28,0
Keyboard,HP,Konkan/Mumbai,2020,4,4.57,13.1,Normal,Normal,Direct Grid,Regular,Light,0.0,1
Microwave,Bajaj,Pune/Nashik,2024,8,0.95,2.4,Normal,Harsh,Direct Grid,Regular,Light,6.86,0
Monitor,BenQ,Pune/Nashik,2022,7,2.98,4.6,Normal,Clean,Direct Grid,Occasional,Light,3.52,0
Smartwatch,Noise,Pune/Nashik,2022,3,3.24,3.5,Normal,Normal,UPS Protected,None,Office,0.0,1
Monitor,Samsung,Vidarbha/Marathwada,2022,7,3.2,4.7,Hot,Clean,UPS Protected,Regular,Heavy,3.15,0
Smartphone,Realme,Pune/Nashik,2020,4,4.81,5.5,Normal,Harsh,UPS Protected,Regular,Office,0.0,1
Mouse,Dell,Vidarbha/Marathwada,2023,3,1.54,2.3,Hot,Normal,Direct Grid,Regular,Heavy,1.24,0
Refrigerator,LG,Vidarbha/Marathwada,2022,12,2.64,4.0,Cool,Harsh,UPS Protected,Occasional,Light,9.36,0
Printer,Brother,Vidarbha/Marathwada,2022,5,3.38,11.7,Hot,Normal,Direct Grid,Occasional,Office,1.0,0
Smartphone,Samsung,Vidarbha/Marathwada,2021,4,3.83,3.5,Normal,Harsh,UPS Protected,Regular,Light,0.0,1
Smartphone,Apple,Vidarbha/Marathwada,2019,4,5.8,7.3,Normal,Normal,Frequent Outages,Occasional,Office,0.0,1
Computer,Assembled,Konkan/Mumbai,2019,6,5.75,14.0,Normal,Clean,Frequent Outages,Occasional,Light,0.0,1
Washing Machine,LG,Vidarbha/Marathwada,2021,10,3.5,9.0,Hot,Clean,Frequent Outages,None,Office,4.91,0
Laptop,HP,Pune/Nashik,2019,5,5.61,10.2,Cool,Clean,UPS Protected,Regular,Office,0.0,1
Monitor,Acer,Pune/Nashik,2023,7,2.18,1.3,Hot,Normal,UPS Protected,None,Light,4.49,0
Projector,Epson,Konkan/Mumbai,2024,5,1.1,11.7,Normal,Harsh,UPS Protected,Occasional,Light,3.41,0
Microwave,IFB,Konkan/Mumbai,2025,8,0.39,2.5,Hot,Normal,Direct Grid,Occasional,Light,7.4,0
Television,LG,Konkan/Mumbai,2022,8,3.46,5.1,Normal,Normal,Direct Grid,Occasional,Office,4.18,0
Battery,Luminous,Vidarbha/Marathwada,2025,3,0.18,12.6,Normal,Harsh,Direct Grid,Regular,Office,2.81,0
Mouse,Logitech,Vidarbha/Marathwada,2024,3,1.43,13.4,Hot,Normal,UPS Protected,None,Office,1.38,0
Motherboard,Intel,Konkan/Mumbai,2024,8,1.38,4.5,Normal,Normal,Direct Grid,None,Office,6.62,0
Hard Disk / SSD,Seagate,Pune/Nashik,2020,5,4.54,10.0,Cool,Normal,Frequent Outages,Regular,Light,0.0,1
Hard Disk / SSD,Crucial,Konkan/Mumbai,2024,5,0.71,7.6,Hot,Harsh,Direct Grid,Occasional,Light,4.19,0
Motherboard,Intel,Vidarbha/Marathwada,2024,8,0.57,11.2,Hot,Clean,Direct Grid,Regular,Office,7.43,0
Mouse,Zebronics,Konkan/Mumbai,2020,3,4.62,12.4,Normal,Normal,UPS Protected,Occasional,Light,0.0,1
Printer,Epson,Konkan/Mumbai,2023,5,2.26,5.3,Normal,Harsh,UPS Protected,Regular,Office,2.08,0
Air Conditioner,Daikin,Vidarbha/Marathwada,2016,10,9.08,9.8,Normal,Clean,Direct Grid,None,Light,0.0,1
Mouse,Zebronics,Pune/Nashik,2020,3,4.69,11.2,Normal,Normal,UPS Protected,Regular,Heavy,0.0,1
Laptop,Dell,Vidarbha/Marathwada,2021,5,4.34,11.3,Hot,Harsh,UPS Protected,Regular,Office,0.0,1
Smartwatch,Apple,Vidarbha/Marathwada,2023,3,2.16,8.2,Hot,Normal,Direct Grid,Occasional,Office,0.57,0
Router / Switch,Netgear,Vidarbha/Marathwada,2019,6,6.0,10.1,Hot,Normal,Frequent Outages,None,Office,0.0,1
Washing Machine,Samsung,Pune/Nashik,2023,10,1.55,8.9,Cool,Normal,Direct Grid,Regular,Heavy,8.45,0
Keyboard,HP,Pune/Nashik,2021,4,4.31,9.4,Normal,Harsh,Direct Grid,Occasional,Light,0.0,1
Camera,Sony,Konkan/Mumbai,2018,5,6.8,13.8,Hot,Normal,UPS Protected,None,Office,0.0,1
Battery,Generic,Pune/Nashik,2023,3,1.9,2.4,Cool,Normal,Direct Grid,Occasional,Heavy,0.89,0
Air Conditioner,Samsung,Konkan/Mumbai,2019,10,5.68,1.2,Cool,Clean,Direct Grid,Occasional,Light,3.53,0
Air Conditioner,Blue Star,Vidarbha/Marathwada,2014,10,10.63,8.1,Normal,Normal,UPS Protected,Occasional,Heavy,0.0,1
Smartwatch,Samsung,Vidarbha/Marathwada,2022,3,2.77,12.2,Hot,Normal,Frequent Outages,Regular,Heavy,0.0,1
Smartphone,Realme,Vidarbha/Marathwada,2022,4,3.02,10.2,Hot,Normal,Frequent Outages,Occasional,Office,0.57,0
Mouse,Zebronics,Vidarbha/Marathwada,2021,3,3.81,5.0,Hot,Harsh,Frequent Outages,Occasional,Heavy,0.0,1
Keyboard,Dell,Pune/Nashik,2020,4,4.59,2.0,Normal,Clean,Direct Grid,Regular,Office,0.0,1
Router / Switch,Cisco,Konkan/Mumbai,2023,6,2.34,11.1,Normal,Harsh,Direct Grid,Occasional,Office,3.42,0
Computer,HP,Vidarbha/Marathwada,2021,6,3.51,13.4,Cool,Clean,Frequent Outages,None,Heavy,1.52,0
Smartwatch,Apple,Vidarbha/Marathwada,2024,3,0.99,4.2,Hot,Normal,Frequent Outages,Regular,Light,1.69,0
Printer,Epson,Konkan/Mumbai,2023,5,2.24,3.1,Normal,Harsh,Direct Grid,Occasional,Office,2.76,0
Printer,Epson,Konkan/Mumbai,2020,5,4.71,12.5,Normal,Normal,Direct Grid,Occasional,Office,0.0,1
Smartphone,Xiaomi,Vidarbha/Marathwada,2024,4,1.3,11.7,Hot,Normal,Direct Grid,Occasional,Light,2.6,0
Smartphone,Realme,Konkan/Mumbai,2023,4,2.1,10.8,Normal,Clean,Direct Grid,Regular,Light,1.59,0
Mouse,Logitech,Konkan/Mumbai,2024,3,0.79,2.1,Normal,Clean,UPS Protected,Regular,Light,2.21,0
Battery,Luminous,Pune/Nashik,2023,3,2.1,4.1,Cool,Clean,Frequent Outages,None,Office,0.49,0
Printer,HP,Pune/Nashik,2019,5,6.15,11.3,Normal,Clean,Direct Grid,Regular,Light,0.0,1
Projector,Sony,Konkan/Mumbai,2024,5,1.29,7.3,Normal,Clean,Direct Grid,Regular,Office,3.31,0
Air Conditioner,LG,Konkan/Mumbai,2016,10,9.02,8.1,Normal,Normal,UPS Protected,Occasional,Light,0.0,1
Refrigerator,Samsung,Vidarbha/Marathwada,2015,12,9.58,8.5,Cool,Clean,Direct Grid,None,Light,0.49,0
Computer,Dell,Konkan/Mumbai,2019,6,6.03,13.9,Normal,Normal,Direct Grid,None,Office,0.0,1
Printer,Brother,Pune/Nashik,2019,5,5.96,7.7,Normal,Normal,Frequent Outages,Occasional,Office,0.0,1
Microwave,Bajaj,Pune/Nashik,2019,8,5.74,12.8,Hot,Clean,Direct Grid,None,Heavy,1.02,0
Smartwatch,boAt,Vidarbha/Marathwada,2024,3,0.94,3.7,Hot,Normal,Frequent Outages,None,Office,2.01,0
Smartwatch,Noise,Vidarbha/Marathwada,2022,3,2.56,2.1,Hot,Normal,Frequent Outages,Occasional,Light,0.04,0
Computer,Dell,Pune/Nashik,2017,6,7.91,3.1,Normal,Clean,UPS Protected,Regular,Heavy,0.0,1
Projector,Epson,Vidarbha/Marathwada,2018,5,6.58,9.2,Cool,Harsh,Direct Grid,Occasional,Office,0.0,1
Keyboard,Dell,Pune/Nashik,2019,4,5.77,10.9,Hot,Normal,Direct Grid,Occasional,Light,0.0,1
Motherboard,Intel,Vidarbha/Marathwada,2018,8,6.98,5.5,Normal,Normal,Frequent Outages,None,Light,0.0,1
Washing Machine,Whirlpool,Vidarbha/Marathwada,2020,10,4.98,11.1,Cool,Clean,Direct Grid,Occasional,Office,4.08,0
Smartphone,Samsung,Vidarbha/Marathwada,2019,4,5.61,9.2,Normal,Clean,UPS Protected,Regular,Office,0.0,1
Monitor,Acer,Konkan/Mumbai,2022,7,2.52,6.6,Cool,Normal,UPS Protected,Occasional,Office,4.48,0
Smartwatch,boAt,Konkan/Mumbai,2023,3,1.64,4.5,Normal,Normal,UPS Protected,Occasional,Office,1.36,0
Camera,Sony,Konkan/Mumbai,2020,5,4.8,6.7,Normal,Normal,UPS Protected,Occasional,Light,0.0,1
Camera,Logitech,Konkan/Mumbai,2020,5,5.13,7.6,Normal,Normal,Direct Grid,Occasional,Heavy,0.0,1
Mouse,HP,Vidarbha/Marathwada,2024,3,1.1,8.9,Normal,Normal,Direct Grid,Occasional,Office,1.84,0
Smartphone,Apple,Pune/Nashik,2023,4,1.94,13.3,Cool,Normal,UPS Protected,Occasional,Light,1.83,0
Microwave,LG,Vidarbha/Marathwada,2015,8,9.99,2.6,Hot,Normal,Direct Grid,Regular,Light,0.0,1
Monitor,Dell,Vidarbha/Marathwada,2016,7,8.77,7.0,Cool,Normal,Frequent Outages,None,Office,0.0,1
Refrigerator,Whirlpool,Pune/Nashik,2018,12,7.32,7.7,Hot,Harsh,UPS Protected,Regular,Office,4.23,0
Refrigerator,Whirlpool,Pune/Nashik,2018,12,7.42,10.2,Normal,Clean,UPS Protected,Regular,Heavy,3.35,0
Mouse,HP,Pune/Nashik,2021,3,4.33,7.2,Hot,Harsh,Direct Grid,None,Office,0.0,1
Hard Disk / SSD,WD,Vidarbha/Marathwada,2023,5,2.42,12.3,Hot,Normal,Frequent Outages,Occasional,Light,2.21,0
Mouse,Logitech,Vidarbha/Marathwada,2022,3,2.93,7.9,Hot,Normal,Frequent Outages,Regular,Heavy,0.0,1
Microwave,LG,Konkan/Mumbai,2023,8,1.86,1.9,Normal,Normal,Direct Grid,Occasional,Light,5.71,0
Motherboard,Gigabyte,Konkan/Mumbai,2021,8,4.25,4.8,Cool,Harsh,UPS Protected,Regular,Heavy,3.73,0
Television,TCL,Pune/Nashik,2022,8,3.16,6.1,Cool,Normal,Frequent Outages,None,Light,3.96,0
Microwave,LG,Pune/Nashik,2024,8,1.43,6.6,Cool,Clean,UPS Protected,Occasional,Light,6.57,0
Hard Disk / SSD,Seagate,Pune/Nashik,2020,5,4.56,7.4,Cool,Clean,UPS Protected,Regular,Light,0.0,1
Motherboard,MSI,Konkan/Mumbai,2015,8,9.9,7.1,Normal,Clean,UPS Protected,Regular,Light,0.0,1
Battery,Generic,Konkan/Mumbai,2023,3,1.7,6.9,Cool,Normal,UPS Protected,Regular,Light,1.05,0
Router / Switch,Cisco,Pune/Nashik,2024,6,1.22,7.4,Normal,Harsh,UPS Protected,Occasional,Light,4.35,0
Keyboard,HP,Vidarbha/Marathwada,2022,4,2.72,4.3,Normal,Harsh,UPS Protected,Occasional,Office,0.67,0
Mouse,Dell,Pune/Nashik,2022,3,3.26,13.3,Cool,Clean,UPS Protected,None,Office,0.0,1
Air Conditioner,Daikin,Konkan/Mumbai,2021,10,3.76,6.1,Normal,Normal,Direct Grid,Occasional,Light,6.24,0
Washing Machine,Whirlpool,Konkan/Mumbai,2022,10,3.12,7.2,Hot,Normal,Direct Grid,Regular,Heavy,5.79,0
Printer,Canon,Konkan/Mumbai,2019,5,5.95,11.8,Normal,Harsh,Direct Grid,Occasional,Office,0.0,1
Printer,Canon,Pune/Nashik,2024,5,0.83,8.6,Normal,Normal,Frequent Outages,Occasional,Light,4.16,0
Television,LG,Pune/Nashik,2025,8,0.29,3.3,Hot,Clean,UPS Protected,Occasional,Office,7.71,0
Microwave,Samsung,Konkan/Mumbai,2022,8,3.1,10.5,Normal,Clean,Direct Grid,Occasional,Light,4.57,0
Battery,Generic,Vidarbha/Marathwada,2024,3,0.93,11.9,Hot,Clean,UPS Protected,Regular,Office,1.8,0
Hard Disk / SSD,Seagate,Vidarbha/Marathwada,2021,5,3.92,9.6,Hot,Harsh,Frequent Outages,None,Light,0.08,0
Mouse,Zebronics,Pune/Nashik,2021,3,3.85,11.8,Normal,Normal,Frequent Outages,Occasional,Light,0.0,1
Computer,HP,Pune/Nashik,2019,6,6.39,13.4,Cool,Normal,Frequent Outages,Occasional,Office,0.0,1
Projector,BenQ,Konkan/Mumbai,2021,5,4.39,10.5,Cool,Normal,Direct Grid,None,Heavy,0.0,1
Refrigerator,LG,Konkan/Mumbai,2020,12,5.47,11.3,Normal,Clean,Direct Grid,None,Office,5.72,0
Smartwatch,Samsung,Vidarbha/Marathwada,2024,3,1.25,6.4,Hot,Normal,UPS Protected,Occasional,Office,1.58,0
Projector,BenQ,Konkan/Mumbai,2024,5,1.45,6.9,Normal,Normal,UPS Protected,None,Light,3.47,0
Television,LG,Konkan/Mumbai,2020,8,4.6,8.0,Normal,Normal,UPS Protected,Regular,Office,3.4,0
Battery,Exide,Pune/Nashik,2022,3,3.27,13.8,Hot,Clean,Direct Grid,Occasional,Office,0.0,1
